datetime,image,read_time,predict_time,objects,temperature
2022-05-02 13:01:16.382556,0000b4b26ef88376.jpg,0.076,35.498,91,57.838
2022-05-02 13:01:52.727757,000256419f7c57d8.jpg,0.081,35.166,116,61.066
2022-05-02 13:02:29.037214,00011aec5d7324f4.jpg,0.087,35.13,63,61.604
2022-05-02 13:03:06.139793,0000eb5027281f2a.jpg,0.097,35.922,11,62.68
2022-05-02 13:03:43.075608,000140f27cb00816.jpg,0.11,35.725,117,63.756
2022-05-02 13:04:20.655673,000156c75d1ef7b2.jpg,0.07,36.417,66,64.294
2022-05-02 13:04:57.334407,000037c2dd414b46.jpg,0.108,35.454,238,64.832
2022-05-02 13:05:34.134656,00004b19ca2c952f.jpg,0.071,35.603,79,65.37
2022-05-02 13:06:11.996158,00006bdb1eb5cd74.jpg,0.129,36.629,42,64.832
2022-05-02 13:06:48.910800,0002ab17a812c0d6.jpg,0.067,35.748,0,65.908
2022-05-02 13:07:26.023171,0000c4f95a9d5a54.jpg,0.114,35.898,51,65.908
2022-05-02 13:08:02.790942,00006b13c052138f.jpg,0.066,35.61,64,65.908
2022-05-02 13:08:39.230577,00003223e04e2e66.jpg,0.113,35.241,15,65.908
2022-05-02 13:09:15.731022,0001c43f78cd23e1.jpg,0.087,35.322,72,65.908
2022-05-02 13:09:52.229434,0000fcb8ed0ea243.jpg,0.09,35.323,22,66.984
2022-05-02 13:10:28.665244,00001bcc92282a38.jpg,0.078,35.276,4,66.446
2022-05-02 13:11:05.688796,0000608cc97a2b17.jpg,0.067,35.843,93,66.984
2022-05-02 13:11:42.846744,00003e2837c7b728.jpg,0.072,35.983,36,66.984
2022-05-02 13:12:19.827291,000265efe8492bd9.jpg,0.07,35.826,10,66.984
2022-05-02 13:12:57.045686,000132a014faadaf.jpg,0.101,36.013,138,66.984
2022-05-02 13:13:33.789542,000191087c2c9533.jpg,0.1,35.562,4,67.522
2022-05-02 13:14:10.396659,00010d873e81c61e.jpg,0.073,35.451,12,68.06
2022-05-02 13:14:48.611031,0000f53faa4d14c3.jpg,0.082,37.041,0,66.984
2022-05-02 13:15:25.342700,0002a1b8cc4b8f92.jpg,0.07,35.566,30,67.522
2022-05-02 13:16:02.033036,0001143bfa4f6ae7.jpg,0.095,35.5,13,67.522
2022-05-02 13:16:38.702897,0001fa6ab562fd2a.jpg,0.135,35.432,72,68.06
2022-05-02 13:17:15.395512,00009cadede2ed69.jpg,0.089,35.517,31,68.06
2022-05-02 13:17:52.437371,00008044f1bbfde7.jpg,0.117,35.826,118,67.522
2022-05-02 13:18:29.235356,0001d48938a45d49.jpg,0.057,35.658,10,68.06
2022-05-02 13:19:05.846865,000284a717e801dd.jpg,0.073,35.448,67,68.06
2022-05-02 13:19:42.555046,0000a90019e380dc.jpg,0.074,35.541,64,68.06
2022-05-02 13:20:19.215134,00026912315fd226.jpg,0.088,35.491,0,68.06
2022-05-02 13:20:56.372964,0000432bf1241812.jpg,0.095,35.923,7,68.598
2022-05-02 13:21:32.881683,0000bcb094764718.jpg,0.105,35.316,36,68.06
2022-05-02 13:22:09.431922,00010f041a2a6fa5.jpg,0.108,35.36,4,68.06
2022-05-02 13:22:45.910296,0002337b77943386.jpg,0.078,35.318,2,68.598
2022-05-02 13:23:22.450314,0001b46b0b82ee29.jpg,0.094,35.356,63,68.598
2022-05-02 13:23:59.430945,0000ce19115ae401.jpg,0.138,35.744,111,68.598
2022-05-02 13:24:36.473464,000101475b6bc944.jpg,0.107,35.828,9,68.598
2022-05-02 13:25:13.339001,00019bc020b24b32.jpg,0.123,35.645,41,69.136
2022-05-02 13:25:49.753316,00005e7429a94ad4.jpg,0.103,35.227,18,68.06
2022-05-02 13:26:26.725849,0001c626b9afb50c.jpg,0.066,35.822,14,68.06
2022-05-02 13:27:03.721880,0001e595b536c9ec.jpg,0.082,35.828,27,68.06
2022-05-02 13:27:40.509168,000067f3419a12fe.jpg,0.06,35.635,65,68.06
2022-05-02 13:28:16.799524,00025431f1dca713.jpg,0.07,35.139,8,68.598
2022-05-02 13:28:53.046792,00017614428567ff.jpg,0.076,35.088,6,68.06
2022-05-02 13:29:29.726154,00019ee392d03976.jpg,0.08,35.509,0,68.598
2022-05-02 13:30:06.098304,000266c1e4c17092.jpg,0.074,35.213,24,68.06
2022-05-02 13:30:43.067409,00018571f3c267da.jpg,0.134,35.742,70,68.598
2022-05-02 13:31:20.663503,000134de87dd044b.jpg,0.093,36.409,89,68.06
